task_id,category,task_description,input_prompt,output_criterion,expected_tool_calls,difficulty,tags
435,detour_utilities,Detour utilities,Search for detour pattern then read about routing modification and create detour utilities,Detour utils,5,medium,detour;routing;messaging
436,test_message,Test message utilities,Search for test messages then read about message testing and create test message utilities,Test message,5,medium,test;messages;testing
437,channel_adapter,Channel adapter utilities,Search for channel adapter then read about system integration and create adapter utilities,Channel adapter,5,medium,adapter;channel;integration
438,messaging_gateway,Messaging gateway utilities,Search for messaging gateway then read about encapsulation and create gateway utilities,Messaging gateway,5,medium,gateway;messaging;encapsulation
439,service_activator,Service activator utilities,Search for service activator then read about message-driven and create activator utilities,Service activator,5,medium,activator;service;messaging
440,event_driven,Event-driven utilities,Search for event-driven architecture then read about EDA and create event utilities,Event-driven,5,hard,events;architecture;eda
441,saga_pattern,Saga pattern utilities,Search for saga orchestration then read about distributed transactions and create saga utilities,Saga pattern,5,hard,saga;transactions;distributed
442,choreography,Choreography utilities,Search for choreography then read about decentralized coordination and create choreography utilities,Choreography,5,hard,choreography;coordination;events
443,orchestration,Orchestration utilities,Search for orchestration then read about centralized coordination and create orchestration utilities,Orchestration,5,hard,orchestration;coordination;workflow
444,process_manager,Process manager utilities,Search for process manager then read about workflow coordination and create process manager utilities,Process manager,5,hard,process;manager;workflow
445,routing_slip,Routing slip utilities,Search for routing slip then read about dynamic routing and create routing slip utilities,Routing slip,5,medium,routing;slip;dynamic
446,scatter_utilities,Scatter utilities,Search for scatter pattern then read about parallel dispatch and create scatter utilities,Scatter utils,5,medium,scatter;parallel;dispatch
447,gather_utilities,Gather utilities,Search for gather pattern then read about result aggregation and create gather utilities,Gather utils,5,medium,gather;aggregation;results
448,recipient_list,Recipient list utilities,Search for recipient list then read about dynamic recipients and create recipient utilities,Recipient list,5,medium,recipient;list;routing
449,splitter_utilities,Splitter utilities,Search for splitter then read about message decomposition and create splitter utilities,Splitter utils,5,medium,splitter;decomposition;messages
450,aggregator_utilities,Aggregator utilities,Search for aggregator then read about message combining and create aggregator utilities,Aggregator utils,5,medium,aggregator;combining;messages
451,composed_message,Composed message utilities,Search for composed message then read about message building and create composed utilities,Composed message,5,medium,composed;message;building
452,invalid_message,Invalid message utilities,Search for invalid message then read about error channel and create invalid message utilities,Invalid message,5,medium,invalid;message;errors
453,guaranteed_delivery,Guaranteed delivery utilities,Search for guaranteed delivery then read about reliability and create delivery utilities,Guaranteed delivery,5,hard,guaranteed;delivery;reliability
454,store_forward,Store and forward utilities,Search for store and forward then read about deferred delivery and create store utilities,Store forward,5,medium,store;forward;deferred
455,transactional_client,Transactional client utilities,Search for transactional client then read about atomic operations and create transactional utilities,Trans client,5,hard,transactional;client;atomic
456,polling_consumer,Polling consumer utilities,Search for polling consumer then read about pull-based messaging and create polling utilities,Polling consumer,5,medium,polling;consumer;pull
457,event_consumer,Event-driven consumer utilities,Search for event-driven consumer then read about push-based and create event consumer utilities,Event consumer,5,medium,event;consumer;push
458,message_dispatcher,Message dispatcher utilities,Search for message dispatcher then read about message routing and create dispatcher utilities,Dispatcher utils,5,medium,dispatcher;routing;messages
459,selective_consumer,Selective consumer utilities,Search for selective consumer then read about filtered consumption and create selective utilities,Selective consumer,5,medium,selective;consumer;filtering
460,durable_subscriber,Durable subscriber utilities,Search for durable subscriber then read about persistent subscriptions and create durable utilities,Durable subscriber,5,medium,durable;subscriber;persistent
461,idempotent_publisher,Idempotent publisher utilities,Search for idempotent publisher then read about duplicate prevention and create publisher utilities,Idempotent pub,5,medium,idempotent;publisher;duplicates
462,message_expirer,Message expirer utilities,Search for message expirer then read about message aging and create expirer utilities,Message expirer,5,medium,expirer;aging;messages
463,message_sequencer,Message sequencer utilities,Search for message sequencer then read about ordering and create sequencer utilities,Message sequencer,5,medium,sequencer;ordering;messages
464,message_history,Message history utilities,Search for message history then read about audit trails and create history utilities,Message history,5,medium,history;audit;messages
465,message_store,Message store utilities,Search for message store then read about persistence and create store utilities,Message store,5,medium,store;persistence;messages
466,datatype_channel,Datatype channel utilities,Search for datatype channel then read about typed messages and create datatype utilities,Datatype channel,5,medium,datatype;channel;typed
467,invalid_channel,Invalid message channel utilities,Search for invalid message channel then read about error routing and create invalid channel utilities,Invalid channel,5,medium,invalid;channel;errors
468,dead_channel,Dead letter channel utilities,Search for dead letter channel then read about undeliverable and create dead channel utilities,Dead channel,5,medium,dead;channel;undeliverable
469,point_to_point,Point to point utilities,Search for point to point then read about direct messaging and create p2p utilities,Point to point,5,medium,p2p;direct;messaging
470,pubsub_channel,Publish subscribe channel utilities,Search for publish subscribe channel then read about broadcast and create pubsub utilities,Pubsub channel,5,medium,pubsub;channel;broadcast
471,request_channel,Request reply channel utilities,Search for request reply channel then read about synchronous messaging and create request utilities,Request channel,5,medium,request;reply;channel
472,guaranteed_channel,Guaranteed channel utilities,Search for guaranteed channel then read about reliable delivery and create guaranteed utilities,Guaranteed channel,5,medium,guaranteed;channel;reliable
473,message_sequence,Message sequence utilities,Search for message sequence then read about ordered delivery and create sequence utilities,Message sequence,5,medium,sequence;ordered;delivery
474,correlation_id,Correlation identifier utilities,Search for correlation identifier then read about message tracking and create correlation utilities,Correlation ID,5,medium,correlation;identifier;tracking
475,return_address,Return address utilities,Search for return address then read about reply routing and create return utilities,Return address,5,medium,return;address;reply
476,message_timestamp,Message timestamp utilities,Search for message timestamp then read about temporal metadata and create timestamp utilities,Message timestamp,5,easy,timestamp;metadata;messages
477,message_priority,Message priority utilities,Search for message priority then read about prioritization and create priority utilities,Message priority,5,medium,priority;messages;ordering
478,message_format,Message format utilities,Search for message format then read about serialization and create format utilities,Message format,5,medium,format;serialization;messages
479,message_envelope,Message envelope utilities,Search for message envelope then read about wrapper pattern and create envelope utilities,Message envelope,5,medium,envelope;wrapper;messages
480,document_message,Document message utilities,Search for document message then read about data transfer and create document utilities,Document message,5,medium,document;message;data
481,command_message,Command message utilities,Search for command message then read about actions and create command utilities,Command message,5,medium,command;message;actions
482,event_message,Event message utilities,Search for event message then read about notifications and create event utilities,Event message,5,medium,event;message;notifications
483,request_message,Request message utilities,Search for request message then read about queries and create request utilities,Request message,5,medium,request;message;queries
484,reply_message,Reply message utilities,Search for reply message then read about responses and create reply utilities,Reply message,5,medium,reply;message;responses
485,rest_api_client,REST API client utilities,Search for REST client then read about API consumption and create REST client utilities,REST client,5,medium,rest;client;api
486,graphql_client,GraphQL client utilities,Search for GraphQL client then read about query execution and create GraphQL client utilities,GraphQL client,5,medium,graphql;client;queries
487,websocket_client_util,WebSocket client utilities,Search for WebSocket client then read about bidirectional communication and create WebSocket utilities,WebSocket client,5,medium,websocket;client;bidirectional
488,grpc_client,gRPC client utilities,Search for gRPC client then read about RPC calls and create gRPC client utilities,gRPC client,5,medium,grpc;client;rpc
489,oauth_client,OAuth client utilities,Search for OAuth client then read about authentication flows and create OAuth utilities,OAuth client,5,medium,oauth;client;auth
490,api_client_base,API client base utilities,Search for API client design then read about client patterns and create base client utilities,API client base,5,medium,api;client;base
491,retry_client,Retry client utilities,Search for retry logic then read about resilient clients and create retry client utilities,Retry client,5,medium,retry;client;resilience
492,circuit_breaker_client,Circuit breaker client utilities,Search for circuit breaker client then read about fault tolerance and create circuit breaker utilities,CB client,5,medium,circuit-breaker;client;fault
493,timeout_client,Timeout client utilities,Search for client timeouts then read about timeout handling and create timeout utilities,Timeout client,5,medium,timeout;client;handling
494,caching_client,Caching client utilities,Search for client caching then read about response caching and create caching client utilities,Caching client,5,medium,caching;client;responses
495,logging_client,Logging client utilities,Search for client logging then read about request logging and create logging client utilities,Logging client,5,medium,logging;client;requests
496,metrics_client,Metrics client utilities,Search for client metrics then read about instrumentation and create metrics client utilities,Metrics client,5,medium,metrics;client;instrumentation
497,mock_client,Mock client utilities,Search for mock clients then read about test doubles and create mock client utilities,Mock client,5,medium,mock;client;testing
498,proxy_client,Proxy client utilities,Search for proxy clients then read about request proxying and create proxy client utilities,Proxy client,5,medium,proxy;client;forwarding
499,batch_client,Batch client utilities,Search for batch requests then read about request batching and create batch client utilities,Batch client,5,medium,batch;client;requests
500,streaming_client,Streaming client utilities,Search for streaming clients then read about stream handling and create streaming client utilities,Streaming client,5,medium,streaming;client;responses
501,pagination_client,Pagination client utilities,Search for paginated APIs then read about pagination handling and create pagination client utilities,Pagination client,5,medium,pagination;client;apis
502,upload_client,File upload client utilities,Search for file uploads then read about multipart uploads and create upload client utilities,Upload client,5,medium,upload;client;files
503,download_client,File download client utilities,Search for file downloads then read about streaming downloads and create download client utilities,Download client,5,medium,download;client;files
504,webhook_client,Webhook client utilities,Search for webhook clients then read about webhook handling and create webhook client utilities,Webhook client,5,medium,webhook;client;callbacks
505,callback_client,Callback client utilities,Search for callback handling then read about async callbacks and create callback client utilities,Callback client,5,medium,callback;client;async
506,polling_client,Polling client utilities,Search for polling clients then read about long polling and create polling client utilities,Polling client,5,medium,polling;client;long
507,sse_client,SSE client utilities,Search for SSE clients then read about event streams and create SSE client utilities,SSE client,5,medium,sse;client;events
508,multipart_client,Multipart client utilities,Search for multipart then read about multipart handling and create multipart client utilities,Multipart client,5,medium,multipart;client;forms
509,json_client,JSON client utilities,Search for JSON APIs then read about JSON handling and create JSON client utilities,JSON client,5,easy,json;client;apis
510,xml_client,XML client utilities,Search for XML APIs then read about XML handling and create XML client utilities,XML client,5,medium,xml;client;apis
511,form_client,Form client utilities,Search for form submission then read about form encoding and create form client utilities,Form client,5,easy,form;client;submission
512,auth_client,Authentication client utilities,Search for authentication then read about auth methods and create auth client utilities,Auth client,5,medium,auth;client;methods
513,token_client,Token client utilities,Search for token management then read about token refresh and create token client utilities,Token client,5,medium,token;client;refresh
514,session_client,Session client utilities,Search for session management then read about session handling and create session client utilities,Session client,5,medium,session;client;management
515,cookie_client,Cookie client utilities,Search for cookie handling then read about cookie management and create cookie client utilities,Cookie client,5,easy,cookie;client;management
516,header_client,Header client utilities,Search for header handling then read about custom headers and create header client utilities,Header client,5,easy,header;client;custom
517,query_client,Query parameter utilities,Search for query parameters then read about URL encoding and create query client utilities,Query client,5,easy,query;client;parameters
518,body_client,Request body utilities,Search for request bodies then read about body encoding and create body client utilities,Body client,5,easy,body;client;encoding
519,response_client,Response handling utilities,Search for response handling then read about response processing and create response utilities,Response client,5,medium,response;client;processing
520,error_client,Error handling client utilities,Search for error handling then read about error responses and create error client utilities,Error client,5,medium,error;client;handling
521,compress_client,Compression client utilities,Search for compression then read about content encoding and create compression client utilities,Compress client,5,medium,compression;client;encoding
522,decompress_client,Decompression client utilities,Search for decompression then read about content decoding and create decompression utilities,Decompress client,5,medium,decompression;client;decoding
523,ssl_client,SSL client utilities,Search for SSL then read about TLS handling and create SSL client utilities,SSL client,5,medium,ssl;client;tls
524,certificate_client,Certificate client utilities,Search for certificates then read about certificate validation and create certificate utilities,Certificate client,5,medium,certificate;client;validation
525,proxy_config,Proxy configuration utilities,Search for proxy config then read about proxy settings and create proxy configuration utilities,Proxy config,5,medium,proxy;config;settings
526,connection_pool,Connection pool client utilities,Search for connection pooling then read about pool management and create connection pool utilities,Connection pool,5,medium,pool;connections;management
527,dns_client,DNS client utilities,Search for DNS resolution then read about DNS queries and create DNS client utilities,DNS client,5,medium,dns;client;resolution
528,ip_client,IP address client utilities,Search for IP handling then read about IP resolution and create IP client utilities,IP client,5,medium,ip;client;resolution
529,host_client,Host resolution utilities,Search for host resolution then read about hostname handling and create host client utilities,Host client,5,easy,host;client;resolution
530,port_client,Port handling utilities,Search for port handling then read about port management and create port client utilities,Port client,5,easy,port;client;management
531,url_builder,URL builder utilities,Search for URL building then read about URL construction and create URL builder utilities,URL builder,5,easy,url;builder;construction
532,path_builder,Path builder utilities,Search for path building then read about path construction and create path builder utilities,Path builder,5,easy,path;builder;construction
533,query_builder,Query string builder utilities,Search for query strings then read about query building and create query builder utilities,Query builder,5,easy,query;builder;strings
534,fragment_builder,Fragment builder utilities,Search for URL fragments then read about fragment handling and create fragment utilities,Fragment builder,5,easy,fragment;builder;url
535,encoding_client,Encoding client utilities,Search for URL encoding then read about percent encoding and create encoding utilities,Encoding client,5,easy,encoding;client;percent
536,decoding_client,Decoding client utilities,Search for URL decoding then read about percent decoding and create decoding utilities,Decoding client,5,easy,decoding;client;percent
537,template_url,URL template utilities,Search for URL templates then read about RFC 6570 and create URL template utilities,URL template,5,medium,url;template;rfc6570
538,link_header,Link header utilities,Search for link headers then read about RFC 5988 and create link header utilities,Link header,5,medium,link;header;pagination
539,content_negotiation,Content negotiation utilities,Search for content negotiation then read about accept headers and create negotiation utilities,Content negotiation,5,medium,content;negotiation;accept
540,media_type,Media type utilities,Search for media types then read about MIME types and create media type utilities,Media type,5,easy,media;type;mime
541,charset_client,Charset handling utilities,Search for charset handling then read about character sets and create charset utilities,Charset client,5,easy,charset;encoding;characters
542,language_client,Language handling utilities,Search for language handling then read about accept-language and create language utilities,Language client,5,easy,language;accept;headers
543,cache_control,Cache control utilities,Search for cache control then read about caching headers and create cache control utilities,Cache control,5,medium,cache;control;headers
544,etag_client,ETag handling utilities,Search for ETags then read about conditional requests and create ETag utilities,ETag client,5,medium,etag;conditional;requests
545,conditional_request,Conditional request utilities,Search for conditional requests then read about if-match and create conditional utilities,Conditional request,5,medium,conditional;request;if-match
546,range_request,Range request utilities,Search for range requests then read about partial content and create range utilities,Range request,5,medium,range;request;partial
547,multipart_ranges,Multipart ranges utilities,Search for multipart ranges then read about byte ranges and create multipart utilities,Multipart ranges,5,medium,multipart;ranges;bytes
548,content_disposition,Content disposition utilities,Search for content disposition then read about attachment handling and create disposition utilities,Content disposition,5,medium,disposition;attachment;download
549,content_length,Content length utilities,Search for content length then read about body size and create content length utilities,Content length,5,easy,length;content;size
550,transfer_encoding,Transfer encoding utilities,Search for transfer encoding then read about chunked encoding and create transfer utilities,Transfer encoding,5,medium,transfer;encoding;chunked
551,chunked_client,Chunked encoding client utilities,Search for chunked encoding then read about streaming bodies and create chunked utilities,Chunked client,5,medium,chunked;encoding;streaming
552,trailers_client,Trailer headers utilities,Search for trailer headers then read about HTTP trailers and create trailer utilities,Trailers client,5,medium,trailers;headers;http
553,expect_client,Expect header utilities,Search for expect header then read about 100-continue and create expect utilities,Expect client,5,medium,expect;header;continue
554,upgrade_client,Upgrade header utilities,Search for upgrade header then read about protocol upgrade and create upgrade utilities,Upgrade client,5,medium,upgrade;header;protocol
555,connection_client,Connection header utilities,Search for connection header then read about keep-alive and create connection utilities,Connection client,5,easy,connection;header;keepalive
556,via_client,Via header utilities,Search for via header then read about proxy chains and create via utilities,Via client,5,easy,via;header;proxy
557,forwarded_client,Forwarded header utilities,Search for forwarded header then read about proxy forwarding and create forwarded utilities,Forwarded client,5,medium,forwarded;header;proxy
558,user_agent,User agent utilities,Search for user agent then read about client identification and create user agent utilities,User agent,5,easy,useragent;client;identification
559,accept_encoding,Accept encoding utilities,Search for accept encoding then read about compression negotiation and create accept utilities,Accept encoding,5,easy,accept;encoding;compression
560,accept_language,Accept language utilities,Search for accept language then read about language negotiation and create accept utilities,Accept language,5,easy,accept;language;negotiation
561,accept_ranges,Accept ranges utilities,Search for accept ranges then read about range support and create accept ranges utilities,Accept ranges,5,easy,accept;ranges;support
562,age_header,Age header utilities,Search for age header then read about cache age and create age utilities,Age header,5,easy,age;header;cache
563,allow_header,Allow header utilities,Search for allow header then read about allowed methods and create allow utilities,Allow header,5,easy,allow;header;methods
564,authorization_header,Authorization header utilities,Search for authorization then read about auth schemes and create authorization utilities,Authorization header,5,medium,authorization;header;schemes
565,www_authenticate,WWW-Authenticate utilities,Search for www-authenticate then read about auth challenges and create authenticate utilities,WWW-Authenticate,5,medium,authenticate;header;challenge
566,proxy_auth,Proxy authentication utilities,Search for proxy authentication then read about proxy auth and create proxy auth utilities,Proxy auth,5,medium,proxy;auth;header
567,server_header,Server header utilities,Search for server header then read about server identification and create server utilities,Server header,5,easy,server;header;identification
568,date_header,Date header utilities,Search for date header then read about HTTP dates and create date utilities,Date header,5,easy,date;header;http
569,expires_header,Expires header utilities,Search for expires header then read about expiration and create expires utilities,Expires header,5,easy,expires;header;expiration
570,last_modified,Last-Modified utilities,Search for last-modified then read about modification time and create last-modified utilities,Last-Modified,5,easy,lastmodified;header;time
571,location_header,Location header utilities,Search for location header then read about redirects and create location utilities,Location header,5,easy,location;header;redirect
572,refresh_header,Refresh header utilities,Search for refresh header then read about auto refresh and create refresh utilities,Refresh header,5,easy,refresh;header;auto
573,retry_after,Retry-After header utilities,Search for retry-after then read about rate limiting and create retry utilities,Retry-After,5,medium,retry;after;header
574,set_cookie,Set-Cookie utilities,Search for set-cookie then read about cookie setting and create cookie utilities,Set-Cookie,5,medium,setcookie;header;cookies
575,strict_transport,Strict-Transport-Security utilities,Search for HSTS then read about transport security and create HSTS utilities,HSTS utils,5,medium,hsts;security;transport
576,content_security,Content-Security-Policy utilities,Search for CSP then read about content security and create CSP utilities,CSP utils,5,medium,csp;security;content
577,x_frame_options,X-Frame-Options utilities,Search for x-frame-options then read about clickjacking and create frame options utilities,X-Frame-Options,5,easy,xframe;security;clickjacking
578,x_content_type,X-Content-Type-Options utilities,Search for x-content-type-options then read about MIME sniffing and create content type utilities,X-Content-Type,5,easy,xcontent;security;mime
579,x_xss_protection,X-XSS-Protection utilities,Search for x-xss-protection then read about XSS filtering and create XSS utilities,X-XSS-Protection,5,easy,xxss;protection;header
580,referrer_policy,Referrer-Policy utilities,Search for referrer-policy then read about referrer handling and create referrer utilities,Referrer-Policy,5,medium,referrer;policy;privacy
581,permissions_policy,Permissions-Policy utilities,Search for permissions-policy then read about feature policy and create permissions utilities,Permissions-Policy,5,medium,permissions;policy;features
582,cross_origin,Cross-origin utilities,Search for CORS headers then read about cross-origin and create cross-origin utilities,Cross-origin utils,5,medium,cors;headers;crossorigin
583,timing_allow,Timing-Allow-Origin utilities,Search for timing-allow then read about resource timing and create timing utilities,Timing-Allow,5,medium,timing;allow;origin
584,access_control,Access-Control utilities,Search for access-control headers then read about CORS preflight and create access control utilities,Access-Control,5,medium,accesscontrol;cors;preflight
585,vary_header,Vary header utilities,Search for vary header then read about cache variation and create vary utilities,Vary header,5,medium,vary;header;cache
586,warning_header,Warning header utilities,Search for warning header then read about HTTP warnings and create warning utilities,Warning header,5,easy,warning;header;http
587,custom_header,Custom header utilities,Search for custom headers then read about X-headers and create custom header utilities,Custom header,5,easy,custom;header;xheaders
588,request_id,Request ID utilities,Search for request IDs then read about tracing headers and create request ID utilities,Request ID,5,medium,requestid;tracing;header
589,correlation_header,Correlation ID header utilities,Search for correlation IDs then read about distributed tracing and create correlation utilities,Correlation header,5,medium,correlation;header;tracing
590,idempotency_key,Idempotency key utilities,Search for idempotency keys then read about idempotent requests and create idempotency utilities,Idempotency key,5,medium,idempotency;key;header
591,rate_limit_header,Rate limit header utilities,Search for rate limit headers then read about X-RateLimit and create rate limit utilities,Rate limit header,5,medium,ratelimit;header;throttling
592,pagination_header,Pagination header utilities,Search for pagination headers then read about X-Total-Count and create pagination utilities,Pagination header,5,medium,pagination;header;total
593,deprecation_header,Deprecation header utilities,Search for deprecation header then read about API deprecation and create deprecation utilities,Deprecation header,5,medium,deprecation;header;api
594,sunset_header,Sunset header utilities,Search for sunset header then read about API retirement and create sunset utilities,Sunset header,5,medium,sunset;header;retirement
595,prefer_header,Prefer header utilities,Search for prefer header then read about client preferences and create prefer utilities,Prefer header,5,medium,prefer;header;preferences
596,preference_applied,Preference-Applied utilities,Search for preference-applied then read about server response and create applied utilities,Preference-Applied,5,medium,preference;applied;header
597,digest_header,Digest header utilities,Search for digest header then read about content integrity and create digest utilities,Digest header,5,medium,digest;header;integrity
598,want_digest,Want-Digest utilities,Search for want-digest then read about digest negotiation and create want digest utilities,Want-Digest,5,medium,wantdigest;negotiation;header
599,early_data,Early-Data utilities,Search for early data then read about 0-RTT and create early data utilities,Early-Data,5,hard,early;data;0rtt
600,critical_ch,Critical-CH utilities,Search for critical-ch then read about client hints and create critical utilities,Critical-CH,5,hard,critical;ch;hints
601,accept_ch,Accept-CH utilities,Search for accept-ch then read about client hints and create accept ch utilities,Accept-CH,5,medium,accept;ch;hints
602,device_memory,Device-Memory utilities,Search for device-memory then read about device capabilities and create device utilities,Device-Memory,5,medium,device;memory;hints
603,dpr_header,DPR header utilities,Search for DPR header then read about device pixel ratio and create DPR utilities,DPR header,5,medium,dpr;header;pixel
604,viewport_width,Viewport-Width utilities,Search for viewport-width then read about viewport hints and create viewport utilities,Viewport-Width,5,medium,viewport;width;hints
605,width_header,Width header utilities,Search for width header then read about image width hints and create width utilities,Width header,5,medium,width;header;image
606,save_data,Save-Data utilities,Search for save-data then read about data saver and create save data utilities,Save-Data,5,medium,savedata;header;saver
607,downlink_header,Downlink header utilities,Search for downlink header then read about network hints and create downlink utilities,Downlink header,5,medium,downlink;header;network
608,ect_header,ECT header utilities,Search for ECT header then read about connection type and create ECT utilities,ECT header,5,medium,ect;header;connection
609,rtt_header,RTT header utilities,Search for RTT header then read about round-trip time and create RTT utilities,RTT header,5,medium,rtt;header;latency
610,sec_ch_ua,Sec-CH-UA utilities,Search for sec-ch-ua then read about user agent hints and create sec-ch utilities,Sec-CH-UA,5,medium,secch;ua;hints
611,sec_fetch,Sec-Fetch utilities,Search for sec-fetch then read about fetch metadata and create sec-fetch utilities,Sec-Fetch,5,medium,secfetch;metadata;request
612,origin_header,Origin header utilities,Search for origin header then read about request origin and create origin utilities,Origin header,5,easy,origin;header;request
613,referer_header,Referer header utilities,Search for referer header then read about referrer tracking and create referer utilities,Referer header,5,easy,referer;header;tracking
614,host_header,Host header utilities,Search for host header then read about virtual hosts and create host utilities,Host header,5,easy,host;header;virtual
615,from_header,From header utilities,Search for from header then read about email contact and create from utilities,From header,5,easy,from;header;email
616,if_match,If-Match header utilities,Search for if-match then read about conditional requests and create if-match utilities,If-Match,5,medium,ifmatch;conditional;request
617,if_none_match,If-None-Match utilities,Search for if-none-match then read about cache validation and create if-none-match utilities,If-None-Match,5,medium,ifnonematch;cache;validation
618,if_modified,If-Modified-Since utilities,Search for if-modified-since then read about conditional GET and create if-modified utilities,If-Modified-Since,5,medium,ifmodified;conditional;get
619,if_unmodified,If-Unmodified-Since utilities,Search for if-unmodified-since then read about conditional PUT and create if-unmodified utilities,If-Unmodified-Since,5,medium,ifunmodified;conditional;put
620,if_range,If-Range header utilities,Search for if-range then read about partial updates and create if-range utilities,If-Range,5,medium,ifrange;partial;updates
621,max_forwards,Max-Forwards utilities,Search for max-forwards then read about hop limits and create max-forwards utilities,Max-Forwards,5,easy,maxforwards;hops;limit
622,range_header,Range header utilities,Search for range header then read about byte ranges and create range utilities,Range header,5,medium,range;header;bytes
623,te_header,TE header utilities,Search for TE header then read about transfer encodings and create TE utilities,TE header,5,medium,te;header;transfer
624,accept_features,Accept-Features utilities,Search for accept-features then read about feature negotiation and create accept utilities,Accept-Features,5,medium,accept;features;negotiation
625,alternates,Alternates header utilities,Search for alternates then read about content alternatives and create alternates utilities,Alternates,5,medium,alternates;content;alternatives
626,negotiate_header,Negotiate header utilities,Search for negotiate then read about transparent negotiation and create negotiate utilities,Negotiate,5,medium,negotiate;header;transparent
627,tcn_header,TCN header utilities,Search for TCN header then read about transparent content and create TCN utilities,TCN header,5,medium,tcn;header;content
628,variant_vary,Variant-Vary utilities,Search for variant-vary then read about variant selection and create variant utilities,Variant-Vary,5,medium,variant;vary;selection
629,content_base,Content-Base utilities,Search for content-base then read about base URLs and create content-base utilities,Content-Base,5,easy,content;base;url
630,content_location,Content-Location utilities,Search for content-location then read about resource location and create location utilities,Content-Location,5,medium,content;location;resource
631,content_md5,Content-MD5 utilities,Search for content-md5 then read about integrity and create md5 utilities,Content-MD5,5,medium,content;md5;integrity
632,content_range,Content-Range utilities,Search for content-range then read about partial content and create range utilities,Content-Range,5,medium,content;range;partial
633,content_type_util,Content-Type utilities,Search for content-type then read about media types and create content type utilities,Content-Type utils,5,easy,content;type;media
634,content_encoding,Content-Encoding utilities,Search for content-encoding then read about compression and create encoding utilities,Content-Encoding,5,medium,content;encoding;compression
635,content_language,Content-Language utilities,Search for content-language then read about language tagging and create language utilities,Content-Language,5,easy,content;language;tagging
636,mime_version,MIME-Version utilities,Search for mime-version then read about MIME and create version utilities,MIME-Version,5,easy,mime;version;header
637,link_rel,Link relation utilities,Search for link relations then read about rel types and create link utilities,Link rel utils,5,medium,link;rel;types
638,canonical_link,Canonical link utilities,Search for canonical then read about canonical URLs and create canonical utilities,Canonical link,5,medium,canonical;link;seo
639,preload_link,Preload link utilities,Search for preload then read about resource hints and create preload utilities,Preload link,5,medium,preload;link;hints
640,prefetch_link,Prefetch link utilities,Search for prefetch then read about navigation hints and create prefetch utilities,Prefetch link,5,medium,prefetch;link;hints
641,preconnect_link,Preconnect link utilities,Search for preconnect then read about connection hints and create preconnect utilities,Preconnect link,5,medium,preconnect;link;hints
642,dns_prefetch,DNS-Prefetch utilities,Search for dns-prefetch then read about DNS hints and create dns-prefetch utilities,DNS-Prefetch,5,medium,dnsprefetch;link;hints
643,modulepreload,Modulepreload utilities,Search for modulepreload then read about module hints and create modulepreload utilities,Modulepreload,5,medium,modulepreload;link;modules
644,icon_link,Icon link utilities,Search for icon link then read about favicons and create icon utilities,Icon link,5,easy,icon;link;favicon
645,stylesheet_link,Stylesheet link utilities,Search for stylesheet then read about CSS links and create stylesheet utilities,Stylesheet link,5,easy,stylesheet;link;css
646,manifest_link,Manifest link utilities,Search for manifest then read about web manifests and create manifest utilities,Manifest link,5,medium,manifest;link;pwa
647,alternate_link,Alternate link utilities,Search for alternate then read about alternate formats and create alternate utilities,Alternate link,5,medium,alternate;link;formats
648,author_link,Author link utilities,Search for author link then read about authorship and create author utilities,Author link,5,easy,author;link;metadata
649,license_link,License link utilities,Search for license link then read about licensing and create license utilities,License link,5,easy,license;link;legal
650,search_link,Search link utilities,Search for search link then read about OpenSearch and create search utilities,Search link,5,medium,search;link;opensearch
